"STATION","NAME","DATE","TMAX","TMIN"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-04-19","67","31"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-04-20","65","50"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-04-21","72","45"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-04-22","70","41"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-04-23","59","47"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-04-24","69","53"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-04-25","63","48"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-04-26","65","51"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-04-27","63","44"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-04-28","70","42"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-04-29","76","45"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-04-30","68","56"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-01","67","51"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-02","74","52"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-03","85","56"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-04","80","54"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-05","59","48"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-06","65","50"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-07","70","43"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-08","67","43"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-09","56","35"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-10","67","32"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-11","62","46"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-12","65","43"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-13","71","39"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-14","79","46"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-15","87","60"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-16","85","61"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-17","70","64"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-18","67","60"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-19","63","53"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-20","59","53"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-21","61","51"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-22","79","61"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-23","85","64"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-24","73","61"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-25","77","61"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-26","82","64"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-27","77","67"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-28","85","71"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-29","84","69"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-30","86","65"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-05-31","78","57"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-01","75","49"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-02","86","52"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-03","94","71"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-04","93","72"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-05","88","69"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-06","91","69"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-07","85","63"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-08","86","57"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-09","90","63"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-10","93","74"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-11","89","76"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-12","87","66"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-13","80","61"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-14","75","62"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-15","72","61"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-16","71","61"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-17","71","60"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-18","79","67"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-19","82","66"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-20","85","67"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-21","85","68"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-22","90","68"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-23","90","67"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-24","87","69"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-25","87","65"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-26","90","62"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-27","92","71"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-28","90","74"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-29","92","72"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-06-30","92","67"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-07-01","91","69"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-07-02","91","65"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-07-03","96","67"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","2020-07-04","94","72"
